filename,width,height,class,xmin,ymin,xmax,ymax
71CETHshWPL--AC-SY679-.jpg,505,679,with_mask,21,58,493,556
72-with-mask.jpg,320,428,with_mask,26,64,292,372
73.jpg,224,240,without_mask,66,33,177,150
74-with-mask.jpg,225,225,with_mask,59,37,172,170
74032f1358d715e60db747f09267840f.jpg,676,1014,without_mask,79,102,572,682
75-with-mask.jpg,259,194,with_mask,111,41,194,134
76-with-mask.jpg,244,303,with_mask,7,69,182,250
76.jpg,244,303,without_mask,11,83,183,249
77-with-mask.jpg,232,217,with_mask,31,14,208,199
77.jpg,232,217,without_mask,35,20,204,197
79-with-mask.jpg,232,217,with_mask,33,10,207,202
8-with-mask.jpg,233,350,with_mask,68,53,179,171
80-with-mask.jpg,167,249,with_mask,12,35,144,183
80.jpg,167,249,without_mask,15,44,144,185
81-with-mask.jpg,209,258,with_mask,25,49,179,226
81.jpg,209,258,without_mask,24,58,181,217
83-with-mask.jpg,327,433,with_mask,51,47,304,354
83.jpg,327,433,without_mask,60,70,284,338
84.jpg,231,322,without_mask,13,68,207,266
86-with-mask.jpg,320,428,with_mask,36,44,308,358
86.jpg,320,428,without_mask,31,68,310,349
87.jpg,275,183,without_mask,79,29,181,134
88-with-mask.jpg,303,166,with_mask,48,1,241,166
88.jpg,303,166,without_mask,62,2,245,146
89-with-mask.jpg,531,800,with_mask,58,195,445,565
9-with-mask.jpg,410,350,with_mask,94,22,318,285
9.jpg,183,275,without_mask,16,49,165,241
90.jpg,320,428,without_mask,38,84,274,363
91.jpg,242,208,without_mask,65,31,181,166
92-with-mask.jpg,332,455,with_mask,19,142,313,421
92.jpg,332,455,without_mask,28,88,312,394
923666b49a777e3dcc2ca902496e6e5d.jpg,958,859,without_mask,142,108,907,833
93-with-mask.jpg,230,332,with_mask,2,56,222,319
94.jpg,237,252,without_mask,51,46,163,169
95.jpg,320,428,without_mask,26,97,287,378
97-with-mask.jpg,327,433,with_mask,47,59,299,347
97.jpg,327,433,without_mask,55,77,294,361
97dfc5ff479b5f6d91b42c1453be000f.jpg,640,960,without_mask,81,157,542,652
98.jpg,459,446,without_mask,59,110,363,431
99-with-mask.jpg,327,433,with_mask,31,69,291,360
A3600-2-info-1.jpg,500,500,with_mask,87,82,429,427
aa1f774600fe12ea1418a58019848cf5.jpg,688,387,with_mask,439,40,593,215
ab-mask-040220.jpg,780,520,with_mask,212,90,618,409
acbecb9b5cb35c08667430866e5d8c87.jpg,1080,1920,without_mask,139,302,819,1162
Anti-Flu-Disposable-Face-Mask-Bfe-99-.jpg,550,550,with_mask,172,92,444,411
augmented_image_0.jpg,320,428,with_mask,20,99,293,380
augmented_image_1 (2).jpg,408,411,without_mask,130,112,289,299
augmented_image_1.jpg,320,428,with_mask,31,89,297,369
augmented_image_10.jpg,320,428,with_mask,44,111,304,372
augmented_image_100 (2).jpg,327,433,without_mask,71,47,279,342
augmented_image_100.jpg,199,253,with_mask,33,54,161,194
augmented_image_101 (2).jpg,327,433,without_mask,55,72,299,335
augmented_image_101.jpg,327,475,with_mask,32,69,322,402
augmented_image_102.jpg,327,475,with_mask,20,75,315,416
augmented_image_103 (2).jpg,327,433,without_mask,51,60,294,327
augmented_image_103.jpg,327,475,with_mask,37,79,327,398
augmented_image_104.jpg,327,475,with_mask,24,82,323,394
augmented_image_105 (2).jpg,199,254,without_mask,58,15,193,171
augmented_image_105.jpg,327,475,with_mask,27,82,323,394
augmented_image_106 (2).jpg,199,254,without_mask,70,19,196,177
augmented_image_106.jpg,327,433,with_mask,55,46,299,342
augmented_image_107 (2).jpg,199,254,without_mask,68,20,191,172
augmented_image_107.jpg,327,433,with_mask,38,59,297,331
augmented_image_108.jpg,205,246,with_mask,37,57,171,216
augmented_image_109 (2).jpg,320,428,without_mask,33,67,296,355
augmented_image_109.jpg,205,246,with_mask,40,56,169,213
augmented_image_11.jpg,184,274,with_mask,49,46,149,179
augmented_image_110.jpg,205,246,with_mask,32,50,170,218
augmented_image_111 (2).jpg,320,428,without_mask,43,77,302,363
augmented_image_111.jpg,205,246,with_mask,36,62,169,217
augmented_image_112 (2).jpg,320,428,without_mask,11,86,272,370
augmented_image_112.jpg,205,246,with_mask,41,57,169,214
augmented_image_113 (2).jpg,320,428,without_mask,54,88,313,374
augmented_image_113.jpg,303,166,with_mask,61,1,242,165
augmented_image_114 (2).jpg,320,428,without_mask,42,69,311,377
augmented_image_114.jpg,303,166,with_mask,59,2,246,166
augmented_image_115 (2).jpg,320,428,without_mask,43,56,309,373
augmented_image_115.jpg,303,166,with_mask,56,1,246,165
augmented_image_116 (2).jpg,320,428,without_mask,34,85,271,369
augmented_image_116.jpg,303,166,with_mask,58,1,243,166
augmented_image_117 (2).jpg,320,428,without_mask,34,96,289,363
augmented_image_117.jpg,320,428,with_mask,42,64,303,394
augmented_image_118 (2).jpg,320,428,without_mask,26,87,270,369
augmented_image_118.jpg,320,428,with_mask,36,70,298,394
augmented_image_119 (2).jpg,320,428,without_mask,38,86,286,375
augmented_image_119.jpg,320,428,with_mask,38,67,308,385
augmented_image_12 (2).jpg,184,274,without_mask,40,48,166,173
augmented_image_12.jpg,184,274,with_mask,41,51,139,180
augmented_image_120 (2).jpg,320,428,without_mask,38,106,286,373
augmented_image_120.jpg,320,428,with_mask,17,58,282,390
augmented_image_121 (2).jpg,320,428,without_mask,26,85,294,359
augmented_image_121.jpg,320,428,with_mask,39,69,310,392
augmented_image_122 (2).jpg,320,428,without_mask,38,79,302,374
augmented_image_122.jpg,320,433,with_mask,49,98,304,355
augmented_image_123 (2).jpg,320,428,without_mask,30,84,305,370
augmented_image_123.jpg,320,433,with_mask,48,105,301,350
augmented_image_124 (2).jpg,320,428,without_mask,35,81,300,369
augmented_image_124.jpg,318,442,with_mask,30,112,269,355
augmented_image_125 (2).jpg,320,428,without_mask,38,79,277,373
augmented_image_125.jpg,318,442,with_mask,28,74,273,360
augmented_image_126 (2).jpg,320,428,without_mask,33,74,283,366
augmented_image_126.jpg,318,442,with_mask,53,67,295,356
augmented_image_127 (2).jpg,320,428,without_mask,36,76,274,365
augmented_image_127.jpg,318,442,with_mask,56,91,293,356
augmented_image_128 (2).jpg,320,433,without_mask,31,64,302,371
augmented_image_128.jpg,318,442,with_mask,49,82,296,354
augmented_image_129 (2).jpg,320,433,without_mask,33,62,280,384
augmented_image_129.jpg,960,960,with_mask,317,91,621,480
augmented_image_13 (2).jpg,320,428,without_mask,36,53,271,378
augmented_image_13.jpg,184,274,with_mask,41,57,134,176
augmented_image_130 (2).jpg,320,433,without_mask,30,37,293,367
augmented_image_130.jpg,960,960,with_mask,262,156,629,478
augmented_image_131 (2).jpg,320,433,without_mask,45,42,314,374
augmented_image_131.jpg,960,960,with_mask,344,110,668,485
augmented_image_132 (2).jpg,320,433,without_mask,57,32,277,372
augmented_image_132.jpg,960,960,with_mask,363,141,698,512
augmented_image_133 (2).jpg,540,720,without_mask,186,120,430,397
augmented_image_133.jpg,320,428,with_mask,23,80,282,374
augmented_image_134 (2).jpg,540,720,without_mask,166,102,412,384
augmented_image_134.jpg,320,428,with_mask,39,61,297,381
augmented_image_135 (2).jpg,540,720,without_mask,128,111,386,396
augmented_image_135.jpg,320,428,with_mask,24,69,287,375
augmented_image_136 (2).jpg,540,720,without_mask,166,106,412,385
augmented_image_136.jpg,320,428,with_mask,41,53,298,386
augmented_image_137 (2).jpg,320,428,without_mask,32,91,242,363
augmented_image_137.jpg,640,480,with_mask,7,49,384,387
augmented_image_138 (2).jpg,320,428,without_mask,37,92,235,368
augmented_image_138.jpg,640,480,with_mask,3,17,382,387
augmented_image_139 (2).jpg,320,428,without_mask,81,90,281,372
augmented_image_139.jpg,640,480,with_mask,4,33,386,381
augmented_image_14 (2).jpg,320,428,without_mask,56,82,289,363
augmented_image_14.jpg,259,194,with_mask,71,24,183,151
augmented_image_140 (2).jpg,320,428,without_mask,74,94,306,381
augmented_image_140.jpg,640,480,with_mask,5,27,394,352
augmented_image_141 (2).jpg,320,428,without_mask,64,80,303,383
augmented_image_141.jpg,110,222,with_mask,2,53,110,197
augmented_image_142 (2).jpg,290,417,without_mask,36,70,272,344
augmented_image_142.jpg,110,222,with_mask,2,58,110,208
augmented_image_143 (2).jpg,290,417,without_mask,38,72,282,325
augmented_image_143.jpg,320,428,with_mask,55,88,307,360
augmented_image_144 (2).jpg,290,417,without_mask,42,65,290,329
augmented_image_144.jpg,320,428,with_mask,54,87,294,371
augmented_image_145 (2).jpg,290,417,without_mask,26,62,273,322
augmented_image_145.jpg,320,428,with_mask,50,72,312,354
augmented_image_146.jpg,237,252,with_mask,57,51,161,162
augmented_image_147 (2).jpg,271,338,without_mask,48,41,242,238
augmented_image_147.jpg,237,252,with_mask,57,43,165,161
augmented_image_148 (2).jpg,271,338,without_mask,35,40,233,224
augmented_image_148.jpg,237,252,with_mask,78,47,176,161
augmented_image_149 (2).jpg,271,338,without_mask,58,64,229,238
augmented_image_149.jpg,237,252,with_mask,50,48,157,168
augmented_image_15.jpg,259,194,with_mask,71,23,183,152
augmented_image_150 (2).jpg,203,248,without_mask,82,54,130,112
augmented_image_150.jpg,209,267,with_mask,33,40,149,173
augmented_image_151 (2).jpg,203,248,without_mask,69,54,129,111
augmented_image_151.jpg,209,267,with_mask,26,48,147,178
augmented_image_152 (2).jpg,203,248,without_mask,67,54,129,111
augmented_image_152.jpg,209,267,with_mask,64,42,185,179
augmented_image_153 (2).jpg,320,428,without_mask,38,53,284,392
augmented_image_153.jpg,209,267,with_mask,25,51,147,176
augmented_image_154 (2).jpg,320,428,without_mask,41,53,279,382
augmented_image_154.jpg,209,267,with_mask,22,50,147,180
augmented_image_155 (2).jpg,320,433,without_mask,49,83,290,351
augmented_image_155.jpg,720,720,with_mask,211,148,685,697
augmented_image_156 (2).jpg,320,433,without_mask,48,74,293,342
augmented_image_156.jpg,720,720,with_mask,218,157,692,700
augmented_image_157 (2).jpg,320,433,without_mask,28,70,265,342
augmented_image_157.jpg,720,720,with_mask,225,158,676,699
augmented_image_158 (2).jpg,320,433,without_mask,18,62,273,369
augmented_image_158.jpg,720,720,with_mask,153,199,655,720
augmented_image_159.jpg,297,455,with_mask,35,105,297,417
augmented_image_16 (2).jpg,320,428,without_mask,45,96,314,385
augmented_image_16.jpg,259,194,with_mask,79,16,197,153
augmented_image_160 (2).jpg,320,433,without_mask,24,87,280,359
augmented_image_160.jpg,297,455,with_mask,5,93,285,431
augmented_image_161 (2).jpg,320,433,without_mask,12,76,274,363
augmented_image_161.jpg,297,455,with_mask,2,79,297,427
augmented_image_162 (2).jpg,320,428,without_mask,16,77,285,367
augmented_image_162.jpg,297,455,with_mask,1,77,272,423
augmented_image_163 (2).jpg,320,428,without_mask,32,78,320,360
augmented_image_163.jpg,285,372,with_mask,29,63,274,296
augmented_image_164 (2).jpg,320,428,without_mask,45,73,309,361
augmented_image_164.jpg,285,372,with_mask,28,59,269,300
augmented_image_165 (2).jpg,320,428,without_mask,44,69,301,366
augmented_image_165.jpg,285,372,with_mask,36,72,276,296
augmented_image_166 (2).jpg,309,322,without_mask,98,59,248,250
augmented_image_166.jpg,285,372,with_mask,25,69,278,299
augmented_image_167.jpg,320,428,with_mask,32,81,297,374
augmented_image_168 (2).jpg,309,322,without_mask,29,77,225,237
augmented_image_168.jpg,320,428,with_mask,26,89,295,374
augmented_image_169 (2).jpg,309,322,without_mask,98,74,262,246
augmented_image_169.jpg,960,960,with_mask,286,90,662,487
augmented_image_17 (2).jpg,320,428,without_mask,52,108,319,391
augmented_image_17.jpg,259,194,with_mask,69,26,181,156
augmented_image_170 (2).jpg,320,428,without_mask,28,77,275,349
augmented_image_170.jpg,960,960,with_mask,418,127,731,518
augmented_image_171 (2).jpg,320,428,without_mask,30,95,296,360
augmented_image_171.jpg,960,960,with_mask,290,113,627,487
augmented_image_172 (2).jpg,320,428,without_mask,38,64,305,352
augmented_image_172.jpg,320,428,with_mask,32,94,296,381
augmented_image_173 (2).jpg,320,428,without_mask,29,72,300,341
augmented_image_173.jpg,320,428,with_mask,27,50,280,376
augmented_image_174 (2).jpg,320,428,without_mask,38,69,248,340
augmented_image_174.jpg,214,244,with_mask,24,43,152,186
augmented_image_175 (2).jpg,320,428,without_mask,53,68,301,345
augmented_image_175.jpg,214,244,with_mask,26,44,163,177
augmented_image_176 (2).jpg,320,428,without_mask,62,67,282,347
augmented_image_176.jpg,214,244,with_mask,29,40,165,181
augmented_image_177 (2).jpg,768,960,without_mask,20,4,523,429
augmented_image_177.jpg,214,244,with_mask,23,38,153,190
augmented_image_178 (2).jpg,768,960,without_mask,269,1,757,470
augmented_image_178.jpg,214,244,with_mask,25,41,152,183
augmented_image_179 (2).jpg,768,960,without_mask,24,12,529,444
augmented_image_179.jpg,327,433,with_mask,41,61,285,373
augmented_image_18 (2).jpg,320,428,without_mask,42,68,320,398
augmented_image_18.jpg,351,366,with_mask,83,71,290,296
augmented_image_180 (2).jpg,768,960,without_mask,2,1,506,452
augmented_image_180.jpg,327,433,with_mask,40,56,282,364
augmented_image_181 (2).jpg,768,960,without_mask,8,6,518,446
augmented_image_181.jpg,229,220,with_mask,67,23,152,142
augmented_image_182 (2).jpg,190,265,without_mask,28,24,170,201
augmented_image_182.jpg,229,220,with_mask,67,22,151,136
augmented_image_183 (2).jpg,190,265,without_mask,28,28,174,194
augmented_image_183.jpg,229,220,with_mask,74,19,162,136
augmented_image_184 (2).jpg,320,428,without_mask,43,50,275,357
augmented_image_184.jpg,229,220,with_mask,72,25,151,144
augmented_image_185 (2).jpg,320,428,without_mask,55,56,280,353
augmented_image_185.jpg,320,433,with_mask,47,76,294,353
augmented_image_186 (2).jpg,320,428,without_mask,50,42,287,350
augmented_image_186.jpg,320,433,with_mask,46,75,296,357
augmented_image_187 (2).jpg,320,433,without_mask,24,37,287,370
augmented_image_187.jpg,960,960,with_mask,343,128,671,490
augmented_image_188 (2).jpg,320,433,without_mask,48,45,307,350
augmented_image_188.jpg,960,960,with_mask,333,112,660,485
augmented_image_189 (2).jpg,320,433,without_mask,25,32,284,367
augmented_image_189.jpg,353,344,with_mask,86,83,249,246
augmented_image_19 (2).jpg,320,428,without_mask,7,83,284,392
augmented_image_19.jpg,351,366,with_mask,55,52,271,295
augmented_image_190.jpg,353,344,with_mask,98,70,265,251
augmented_image_191 (2).jpg,320,428,without_mask,14,112,293,379
augmented_image_191.jpg,167,249,with_mask,15,27,142,183
augmented_image_192 (2).jpg,320,428,without_mask,49,88,297,395
augmented_image_192.jpg,167,249,with_mask,11,36,146,183
augmented_image_193 (2).jpg,320,428,without_mask,28,102,280,405
augmented_image_193.jpg,167,249,with_mask,23,38,152,180
augmented_image_194 (2).jpg,320,428,without_mask,28,90,287,386
augmented_image_194.jpg,167,249,with_mask,11,32,136,184
augmented_image_195.jpg,183,275,with_mask,15,18,167,200
augmented_image_196 (2).jpg,193,261,without_mask,14,45,174,236
augmented_image_196.jpg,183,275,with_mask,5,30,169,208
augmented_image_197 (2).jpg,193,261,without_mask,18,41,166,221
augmented_image_197.jpg,400,436,with_mask,52,78,265,294
augmented_image_198 (2).jpg,193,261,without_mask,22,38,188,236
augmented_image_198.jpg,400,436,with_mask,43,91,262,308
augmented_image_199 (2).jpg,193,261,without_mask,19,36,172,226
augmented_image_199.jpg,400,436,with_mask,67,78,268,293
augmented_image_2 (2).jpg,408,411,without_mask,119,141,279,281
augmented_image_2.jpg,205,251,with_mask,61,61,175,180
augmented_image_20 (2).jpg,320,428,without_mask,13,83,279,407
augmented_image_20.jpg,351,366,with_mask,59,55,253,286
augmented_image_200 (2).jpg,412,501,without_mask,33,69,330,452
augmented_image_200.jpg,400,436,with_mask,33,105,259,325
augmented_image_201 (2).jpg,412,501,without_mask,55,88,345,433
augmented_image_201.jpg,400,436,with_mask,66,86,262,316
augmented_image_202 (2).jpg,480,480,without_mask,132,79,379,299
augmented_image_202.jpg,320,433,with_mask,29,63,295,370
augmented_image_203 (2).jpg,480,480,without_mask,162,70,366,304
augmented_image_203.jpg,320,433,with_mask,23,60,302,357
augmented_image_204 (2).jpg,480,480,without_mask,89,51,314,301
augmented_image_204.jpg,320,433,with_mask,23,50,298,359
augmented_image_205 (2).jpg,480,480,without_mask,134,82,375,294
augmented_image_205.jpg,320,428,with_mask,44,61,301,386
augmented_image_206 (2).jpg,249,203,without_mask,60,50,184,175
augmented_image_206.jpg,320,428,with_mask,46,71,302,382
augmented_image_207 (2).jpg,249,203,without_mask,51,45,198,186
augmented_image_207.jpg,320,428,with_mask,36,87,279,396
augmented_image_208 (2).jpg,249,203,without_mask,55,34,192,182
augmented_image_208.jpg,320,428,with_mask,40,79,285,385
augmented_image_209 (2).jpg,249,203,without_mask,58,41,190,188
augmented_image_209.jpg,291,384,with_mask,39,88,228,296
augmented_image_21 (2).jpg,165,208,without_mask,40,21,123,123
augmented_image_21.jpg,351,366,with_mask,60,73,281,298
augmented_image_210 (2).jpg,249,203,without_mask,46,40,200,177
augmented_image_210.jpg,291,384,with_mask,38,84,237,294
augmented_image_211 (2).jpg,277,405,without_mask,47,77,228,274
augmented_image_211.jpg,291,384,with_mask,33,78,239,295
augmented_image_212.jpg,291,384,with_mask,59,77,252,306
augmented_image_213.jpg,540,960,with_mask,94,169,401,474
augmented_image_214 (2).jpg,271,338,without_mask,67,75,240,231
augmented_image_214.jpg,540,960,with_mask,142,160,390,459
augmented_image_215 (2).jpg,271,338,without_mask,81,67,235,241
augmented_image_215.jpg,320,433,with_mask,44,45,287,359
augmented_image_216 (2).jpg,271,338,without_mask,81,79,237,238
augmented_image_216.jpg,320,433,with_mask,26,70,285,354
augmented_image_217.jpg,493,493,with_mask,160,44,339,242
augmented_image_218.jpg,493,493,with_mask,159,37,342,237
augmented_image_219 (2).jpg,320,428,without_mask,23,86,273,363
augmented_image_219.jpg,493,493,with_mask,159,33,336,246
augmented_image_22 (2).jpg,165,208,without_mask,41,26,132,128
augmented_image_22.jpg,400,436,with_mask,142,55,335,299
augmented_image_220 (2).jpg,320,428,without_mask,33,100,289,334
augmented_image_220.jpg,493,493,with_mask,154,40,340,251
augmented_image_221 (2).jpg,320,428,without_mask,40,88,288,365
augmented_image_221.jpg,320,428,with_mask,41,77,284,356
augmented_image_222 (2).jpg,320,428,without_mask,52,77,291,369
augmented_image_222.jpg,320,428,with_mask,39,98,268,350
augmented_image_223 (2).jpg,320,428,without_mask,38,86,300,362
augmented_image_223.jpg,320,428,with_mask,39,95,275,347
augmented_image_224.jpg,320,428,without_mask,29,84,291,365
augmented_image_225.jpg,320,428,without_mask,44,61,288,354
augmented_image_226.jpg,320,428,without_mask,26,75,295,367
augmented_image_227 (2).jpg,320,428,without_mask,26,62,286,368
augmented_image_227.jpg,320,428,with_mask,37,102,310,372
augmented_image_228.jpg,320,433,with_mask,35,125,275,349
augmented_image_229.jpg,320,428,without_mask,37,77,290,382
augmented_image_23 (2).jpg,165,208,without_mask,33,21,129,133
augmented_image_23.jpg,400,436,with_mask,61,94,264,288
augmented_image_230 (2).jpg,320,428,without_mask,20,70,308,391
augmented_image_230.jpg,320,433,with_mask,51,126,282,355
augmented_image_231.jpg,320,428,without_mask,31,56,287,391
augmented_image_232 (2).jpg,320,428,without_mask,18,67,277,373
augmented_image_232.jpg,183,275,with_mask,13,4,174,204
augmented_image_233.jpg,320,433,without_mask,37,94,291,373
augmented_image_236 (2).jpg,320,428,without_mask,45,68,288,399
augmented_image_236.jpg,320,428,with_mask,32,95,291,366
augmented_image_237 (2).jpg,195,259,without_mask,1,11,193,247
augmented_image_237.jpg,320,428,with_mask,31,92,303,374
augmented_image_238 (2).jpg,195,259,without_mask,5,11,195,249
augmented_image_238.jpg,525,350,with_mask,237,46,378,230
augmented_image_239 (2).jpg,320,428,without_mask,35,47,277,358
augmented_image_239.jpg,525,350,with_mask,143,39,292,236
augmented_image_24.jpg,400,436,with_mask,134,78,340,290
augmented_image_240 (2).jpg,320,428,without_mask,17,51,256,367
augmented_image_240.jpg,525,350,with_mask,145,57,301,233
augmented_image_243 (2).jpg,320,428,without_mask,38,48,290,378
augmented_image_243.jpg,297,455,with_mask,9,106,290,433
augmented_image_244 (2).jpg,320,428,without_mask,59,140,312,378
augmented_image_244.jpg,297,455,with_mask,1,83,268,420
augmented_image_245 (2).jpg,320,428,without_mask,29,131,277,356
augmented_image_245.jpg,320,428,with_mask,27,67,299,361
augmented_image_246 (2).jpg,320,428,without_mask,41,137,264,368
augmented_image_246.jpg,320,428,with_mask,26,71,307,374
augmented_image_25 (2).jpg,165,208,without_mask,35,25,121,132
augmented_image_25.jpg,400,436,with_mask,143,66,336,306
augmented_image_250.jpg,226,280,without_mask,73,62,190,190
augmented_image_251 (2).jpg,226,280,without_mask,33,67,160,191
augmented_image_251.jpg,184,274,with_mask,35,40,134,154
augmented_image_252 (2).jpg,226,280,without_mask,32,70,154,190
augmented_image_252.jpg,797,650,with_mask,248,129,622,535
augmented_image_253.jpg,236,297,without_mask,32,47,198,221
augmented_image_254 (2).jpg,236,297,without_mask,31,62,216,214
augmented_image_254.jpg,797,650,with_mask,174,143,561,552
augmented_image_255.jpg,236,297,without_mask,37,48,202,219
augmented_image_256 (2).jpg,236,297,without_mask,32,55,185,222
augmented_image_257.jpg,301,461,with_mask,109,32,277,228
augmented_image_258 (2).jpg,441,494,without_mask,132,145,360,358
augmented_image_258.jpg,301,461,with_mask,74,29,251,223
augmented_image_26.jpg,295,400,with_mask,43,31,236,231
augmented_image_260.jpg,189,258,without_mask,30,56,182,238
augmented_image_261.jpg,320,428,with_mask,26,88,268,358
augmented_image_262 (2).jpg,189,258,without_mask,17,52,173,233
augmented_image_262.jpg,320,428,with_mask,51,92,300,358
augmented_image_263.jpg,189,258,without_mask,20,50,183,223
augmented_image_264.jpg,225,225,with_mask,55,37,165,143
augmented_image_265 (2).jpg,258,195,without_mask,80,61,162,159
augmented_image_266 (2).jpg,258,195,without_mask,78,53,168,173
augmented_image_266.jpg,114,141,with_mask,1,25,103,126
augmented_image_267 (2).jpg,258,195,without_mask,81,57,169,167
augmented_image_267.jpg,114,141,with_mask,14,20,114,123
augmented_image_268.jpg,114,141,with_mask,1,39,99,131
augmented_image_269.jpg,320,428,without_mask,69,86,288,361
augmented_image_27 (2).jpg,209,247,without_mask,31,62,155,200
augmented_image_27.jpg,295,400,with_mask,66,38,255,236
augmented_image_270 (2).jpg,320,428,without_mask,32,97,255,356
augmented_image_270.jpg,226,280,with_mask,25,61,170,188
augmented_image_271.jpg,320,428,without_mask,25,85,257,357
augmented_image_272.jpg,320,428,without_mask,56,90,292,352
augmented_image_273 (2).jpg,320,428,without_mask,45,101,286,378
augmented_image_273.jpg,320,428,with_mask,36,63,292,368
augmented_image_275.jpg,320,428,without_mask,45,81,296,371
augmented_image_276.jpg,320,428,without_mask,40,76,292,364
augmented_image_277 (2).jpg,320,428,without_mask,37,84,305,381
augmented_image_277.jpg,480,640,with_mask,160,186,302,342
augmented_image_278.jpg,320,428,without_mask,27,53,292,386
augmented_image_279.jpg,320,428,without_mask,38,66,292,376
augmented_image_28.jpg,351,366,with_mask,61,64,278,287
augmented_image_280 (2).jpg,320,428,without_mask,23,70,305,371
augmented_image_281 (2).jpg,320,428,without_mask,33,92,288,390
augmented_image_281.jpg,300,168,with_mask,48,28,163,158
augmented_image_282.jpg,320,428,without_mask,14,91,283,369
augmented_image_283.jpg,320,428,without_mask,44,70,268,372
augmented_image_284 (2).jpg,154,225,without_mask,15,34,141,174
augmented_image_284.jpg,300,168,with_mask,49,51,175,168
augmented_image_285 (2).jpg,154,225,without_mask,22,35,136,170
augmented_image_285.jpg,300,168,with_mask,45,32,165,155
augmented_image_286 (2).jpg,154,225,without_mask,14,38,144,185
augmented_image_286.jpg,190,318,with_mask,35,65,187,225
augmented_image_287 (2).jpg,154,225,without_mask,18,26,134,185
augmented_image_287.jpg,190,318,with_mask,7,62,151,225
augmented_image_288.jpg,190,318,with_mask,40,70,189,224
augmented_image_289.jpg,190,318,with_mask,34,69,188,228
augmented_image_29.jpg,351,366,with_mask,75,73,293,289
augmented_image_290.jpg,320,428,without_mask,65,64,267,382
augmented_image_292.jpg,165,208,without_mask,40,21,126,129
augmented_image_293.jpg,165,208,without_mask,36,18,129,130
augmented_image_294.jpg,165,208,without_mask,38,17,136,127
augmented_image_295 (2).jpg,428,484,without_mask,68,76,367,375
augmented_image_295.jpg,320,428,with_mask,12,98,266,390
augmented_image_296 (2).jpg,428,484,without_mask,112,86,366,371
augmented_image_296.jpg,233,350,with_mask,58,59,176,178
augmented_image_297.jpg,428,484,without_mask,127,86,341,371
augmented_image_298.jpg,197,256,without_mask,31,21,175,237
augmented_image_3 (2).jpg,289,277,without_mask,54,56,207,224
augmented_image_3.jpg,205,251,with_mask,56,65,174,174
augmented_image_30 (2).jpg,259,194,without_mask,94,14,182,145
augmented_image_30.jpg,351,366,with_mask,58,54,266,294
augmented_image_300.jpg,271,338,with_mask,74,59,243,248
augmented_image_301.jpg,412,501,without_mask,77,90,345,434
augmented_image_302.jpg,412,501,without_mask,85,87,319,429
augmented_image_303 (2).jpg,412,501,without_mask,83,85,341,464
augmented_image_303.jpg,271,338,with_mask,25,61,194,236
augmented_image_304.jpg,320,428,without_mask,54,85,254,381
augmented_image_305 (2).jpg,320,428,without_mask,48,78,263,371
augmented_image_306 (2).jpg,320,428,without_mask,41,107,283,383
augmented_image_306.jpg,183,275,with_mask,45,51,143,153
augmented_image_307.jpg,224,240,without_mask,64,30,175,156
augmented_image_308 (2).jpg,224,240,without_mask,43,17,167,155
augmented_image_308.jpg,183,275,with_mask,58,46,147,154
augmented_image_309.jpg,320,428,without_mask,13,63,292,368
augmented_image_31 (2).jpg,768,960,without_mask,240,154,602,564
augmented_image_31.jpg,351,366,with_mask,80,68,297,289
augmented_image_310 (2).jpg,320,428,without_mask,46,56,306,369
augmented_image_310.jpg,183,275,with_mask,29,46,131,154
augmented_image_311 (2).jpg,336,427,without_mask,39,89,229,321
augmented_image_311.jpg,320,433,with_mask,35,102,300,368
augmented_image_312.jpg,336,427,without_mask,41,108,237,317
augmented_image_314 (2).jpg,336,427,without_mask,43,106,234,325
augmented_image_314.jpg,320,433,with_mask,36,105,304,381
augmented_image_315 (2).jpg,864,864,without_mask,19,132,408,625
augmented_image_315.jpg,450,400,with_mask,119,60,414,345
augmented_image_316 (2).jpg,864,864,without_mask,26,214,411,646
augmented_image_316.jpg,450,400,with_mask,48,40,343,330
augmented_image_317.jpg,864,864,without_mask,38,120,425,581
augmented_image_318.jpg,864,864,without_mask,17,160,388,592
augmented_image_319.jpg,864,864,without_mask,419,195,837,635
augmented_image_32 (2).jpg,768,960,without_mask,289,133,610,584
augmented_image_32.jpg,353,344,with_mask,84,89,261,254
augmented_image_33 (2).jpg,768,960,without_mask,167,128,479,554
augmented_image_33.jpg,353,344,with_mask,86,92,253,257
augmented_image_34.jpg,191,213,with_mask,57,41,154,132
augmented_image_35 (2).jpg,576,960,without_mask,233,248,395,455
augmented_image_35.jpg,191,213,with_mask,59,40,153,130
augmented_image_36 (2).jpg,576,960,without_mask,206,248,442,453
augmented_image_36.jpg,191,213,with_mask,59,46,152,135
augmented_image_37 (2).jpg,320,428,without_mask,61,86,302,371
augmented_image_37.jpg,191,213,with_mask,43,34,131,136
augmented_image_38 (2).jpg,320,428,without_mask,58,81,304,356
augmented_image_38.jpg,191,213,with_mask,62,32,151,129
augmented_image_39 (2).jpg,189,258,without_mask,17,41,176,226
augmented_image_39.jpg,297,455,with_mask,1,83,257,424
augmented_image_4 (2).jpg,289,277,without_mask,53,54,193,207
augmented_image_4.jpg,205,251,with_mask,67,56,166,185
augmented_image_40 (2).jpg,189,258,without_mask,26,41,173,233
augmented_image_40.jpg,297,455,with_mask,1,100,274,411
